,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
1773,Leblon,3,1,0,140,6500.0,2055.0,498.0
1775,Barra da Tijuca,2,2,1,105,4300.0,2442.0,651.0
1779,Barra da Tijuca,1,1,1,72,1800.0,920.0,198.0
1782,Ipanema,1,1,1,110,9000.0,2900.0,670.0
1783,Tijuca,2,1,0,66,2200.0,712.0,65.0
1784,Ipanema,4,2,0,240,15000.0,5000.0,752.0
1785,Copacabana,3,0,0,128,3000.0,1200.0,125.0
1786,Botafogo,1,1,0,73,2500.0,650.0,122.0
1787,Barra da Tijuca,4,3,3,160,8500.0,2300.0,345.0
1788,Ipanema,4,0,3,245,13000.0,2200.0,730.0
1789,Leblon,3,1,0,120,4700.0,1650.0,179.0
1790,Botafogo,1,0,0,30,1400.0,481.0,26.0
1792,Irajá,2,0,0,50,1000.0,260.0,0.0
1793,Leblon,2,2,2,175,15000.0,5000.0,550.0
1796,Curicica,2,1,0,47,1400.0,550.0,120.0
1797,Flamengo,3,2,1,100,3100.0,950.0,271.0
1798,Recreio dos Bandeirantes,4,3,1,200,3300.0,1000.0,400.0
1801,Jardim Botânico,4,2,1,150,7000.0,1100.0,0.0
1803,Laranjeiras,2,0,0,67,1900.0,760.0,124.0
1804,Leblon,3,3,2,280,24000.0,4955.0,1180.0
1805,Barra da Tijuca,3,1,1,103,2600.0,1350.0,230.0
1807,Leblon,3,1,0,201,14000.0,6000.0,0.0
1810,Praça Seca,1,1,1,70,600.0,481.0,17.0
1812,Jacarepaguá,2,1,0,61,1700.0,550.0,130.0
1816,Ipanema,4,3,4,320,29500.0,5700.0,1500.0
1817,Vargem Grande,2,1,1,70,990.0,487.0,27.0
1818,Botafogo,1,0,0,31,1400.0,431.0,29.0
1819,Barra da Tijuca,2,1,1,62,2700.0,1269.0,212.0
1822,Barra da Tijuca,2,2,1,65,2200.0,1200.0,120.0
1823,Copacabana,4,2,2,354,12400.0,3825.0,1379.0
1826,Ipanema,3,0,1,145,6999.0,700.0,130.0
1829,São Cristóvão,1,0,0,56,850.0,450.0,15.0
1830,Copacabana,1,0,0,42,1800.0,1697.0,37.0
1833,Ipanema,2,1,0,78,3600.0,644.0,128.0
1834,Barra da Tijuca,3,1,1,105,3700.0,1400.0,270.0
1836,Flamengo,1,0,0,38,1850.0,467.0,29.0
1837,Lagoa,4,4,4,400,25000.0,4200.0,1500.0
1839,Leblon,3,2,1,156,13000.0,2800.0,0.0
1842,Copacabana,2,0,1,70,2200.0,578.0,95.0
1843,Vila Isabel,2,1,0,135,2300.0,570.0,100.0
1845,Campo Grande,2,0,0,55,800.0,350.0,2.0
1846,Flamengo,4,1,2,190,6000.0,1700.0,420.0
1847,Recreio dos Bandeirantes,2,1,1,79,1900.0,884.0,1445.0
1849,Lagoa,2,1,0,80,3500.0,980.0,1300.0
1851,São Conrado,3,2,3,196,11500.0,2606.0,969.0
1852,Barra da Tijuca,1,1,1,60,1500.0,960.0,142.0
1855,Barra da Tijuca,3,1,3,80,2800.0,1300.0,140.0
1859,Copacabana,2,2,1,90,7000.0,3352.0,354.0
1861,Botafogo,1,0,0,70,1800.0,650.0,70.0
1862,Recreio dos Bandeirantes,3,3,1,148,3600.0,900.0,10.0
1864,Copacabana,2,0,0,72,2250.0,850.0,72.0
1865,Copacabana,4,1,2,220,15000.0,2159.0,616.0
1866,Ipanema,4,1,2,210,7000.0,2900.0,717.0
1872,Laranjeiras,3,1,1,120,4000.0,1500.0,150.0
1874,Vila da Penha,2,1,0,72,1250.0,220.0,0.0
1875,Lagoa,3,1,1,131,4300.0,1250.0,284.0
1876,Taquara,2,1,0,63,1100.0,481.0,0.0
1877,Ipanema,2,1,0,90,4000.0,1550.0,187.0
1879,Copacabana,3,1,0,77,3000.0,958.0,141.0
1881,Tijuca,4,1,1,190,2800.0,900.0,180.0
1882,Ipanema,3,1,1,160,8500.0,1300.0,370.0
1884,Recreio dos Bandeirantes,5,2,4,280,5000.0,1100.0,606.0
1885,Leme,3,1,1,100,6000.0,1780.0,0.0
1886,Riachuelo,2,1,1,84,800.0,450.0,0.0
1887,Urca,3,1,1,220,13000.0,2757.0,544.0
1888,Irajá,2,1,0,54,1400.0,370.0,0.0
1889,Barra da Tijuca,3,1,1,86,2000.0,759.0,0.0
1891,Vila Isabel,2,0,0,92,1500.0,300.0,88.0
1892,Copacabana,3,2,1,140,4500.0,1450.0,230.0
1893,Vargem Pequena,3,1,0,54,1200.0,390.0,28.0
1896,Barra da Tijuca,2,1,0,60,1300.0,704.0,0.0
1898,Ipanema,4,1,1,220,9000.0,1800.0,498.0
1899,Tijuca,1,1,0,68,1600.0,447.0,64.0
1900,Leblon,3,1,0,120,5500.0,1605.0,405.0
1902,Leblon,3,1,1,130,7500.0,1900.0,654.0
1904,Copacabana,1,0,0,38,1500.0,365.0,74.0
1905,Barra da Tijuca,3,2,1,130,9000.0,2433.0,807.0
1906,Botafogo,1,1,0,50,2600.0,660.0,107.0
1907,Barra da Tijuca,2,1,1,96,2500.0,1603.0,235.0
1908,Leblon,1,0,0,19,1450.0,502.0,0.0
1909,Barra da Tijuca,2,1,1,78,4000.0,2750.0,0.0
1910,Copacabana,5,1,3,390,10000.0,1000.0,1000.0
1912,Copacabana,4,1,1,220,12000.0,1500.0,515.0
1914,Bonsucesso,3,1,0,87,1000.0,755.0,29.0
1915,Ipanema,4,3,1,180,8000.0,1800.0,600.0
1917,Copacabana,2,0,0,56,2300.0,767.0,130.0
1918,Laranjeiras,2,0,0,90,2200.0,650.0,119.0
1922,Bangu,2,1,0,60,1000.0,200.0,0.0
1923,Gávea,2,1,1,68,2990.0,882.0,137.0
1925,Vila Isabel,2,1,0,83,1100.0,600.0,98.0
1926,Botafogo,2,1,2,82,4800.0,1150.0,197.0
1928,Lapa,1,0,0,99,1800.0,650.0,48.0
1929,São Conrado,3,3,1,230,10000.0,3612.0,12093.0
1932,Ipanema,2,0,0,60,2900.0,507.0,125.0
1933,Ipanema,2,1,1,80,5000.0,1230.0,260.0
1934,Campo Grande,2,1,0,50,700.0,300.0,0.0
1935,Leblon,4,2,0,167,4500.0,5000.0,750.0
1937,Leblon,2,1,2,93,5900.0,1240.0,320.0
1938,Recreio dos Bandeirantes,2,0,0,73,1250.0,788.0,0.0
1939,Botafogo,3,1,0,110,2500.0,1300.0,0.0
1940,Méier,2,1,0,60,1500.0,550.0,13.0
1944,Recreio dos Bandeirantes,4,2,3,160,3500.0,900.0,372.0
1946,Copacabana,1,0,0,57,2000.0,620.0,79.0
1949,Recreio dos Bandeirantes,3,2,3,269,3700.0,767.0,6297.0
1950,Barra da Tijuca,4,4,2,330,7900.0,1913.0,683.0
1953,Copacabana,3,0,0,120,2300.0,1900.0,2362.0
1957,Barra da Tijuca,4,3,2,145,5000.0,1550.0,500.0
1958,Vila da Penha,2,0,1,100,1400.0,200.0,363.0
1960,Copacabana,3,0,0,120,3000.0,780.0,220.0
1963,Botafogo,2,1,1,80,4000.0,1.0,0.0
1964,Itanhangá,2,1,0,54,800.0,763.0,27.0
1965,Copacabana,1,0,0,41,1200.0,430.0,0.0
1967,Centro,2,0,0,69,1600.0,352.0,438.0
1969,Barra da Tijuca,5,2,4,200,5890.0,2300.0,290.0
1970,Laranjeiras,2,0,0,54,1800.0,550.0,30.0
1971,Ipanema,1,1,0,51,2800.0,635.0,100.0
1972,Jardim Oceânico,3,2,1,170,4700.0,1500.0,500.0
1974,Engenho Novo,2,1,1,50,980.0,486.0,0.0
1977,Barra da Tijuca,4,2,4,206,6900.0,2681.0,612.0
1979,Recreio dos Bandeirantes,3,0,1,79,2500.0,796.0,0.0
1980,Barra da Tijuca,4,2,2,168,5000.0,2070.0,5100.0
1981,Barra da Tijuca,3,1,1,98,2400.0,1380.0,150.0
1982,Barra da Tijuca,2,2,2,112,4000.0,1400.0,300.0
1983,Barra da Tijuca,2,1,1,70,2200.0,780.0,100.0
1984,Ipanema,3,1,1,140,7300.0,2900.0,500.0
1989,Leblon,2,0,0,70,3500.0,762.0,234.0
1991,Grajaú,2,0,0,61,1600.0,312.0,51.0
1992,Leblon,3,1,0,140,10000.0,2000.0,500.0
1993,Barra da Tijuca,1,1,0,55,2100.0,1200.0,0.0
1996,Lagoa,1,1,0,46,2500.0,953.0,0.0
2001,Barra da Tijuca,1,1,0,50,1600.0,950.0,100.0
2002,Catumbi,2,1,0,46,1150.0,170.0,0.0
2003,Laranjeiras,2,2,1,65,2448.0,1254.0,146.0
2004,Barra da Tijuca,2,1,1,69,2500.0,1000.0,180.0
2005,Leblon,3,3,2,200,10500.0,1710.0,0.0
2006,Barra da Tijuca,4,3,2,303,9000.0,2277.0,16910.0
2007,Botafogo,2,1,0,95,2500.0,870.0,0.0
2009,Recreio dos Bandeirantes,3,3,3,185,3200.0,950.0,400.0
2017,Ipanema,1,0,0,36,2100.0,580.0,25.0
2023,Lagoa,3,1,0,80,3000.0,720.0,190.0
2024,Ipanema,3,0,0,165,6900.0,3000.0,769.0
2027,Freguesia (Jacarepaguá),2,1,1,70,1500.0,648.0,54.0
2028,Barra da Tijuca,2,1,0,68,2800.0,1550.0,0.0
2031,Flamengo,2,1,1,90,3000.0,980.0,0.0
2033,Barra da Tijuca,2,0,1,100,5000.0,2400.0,6000.0
2035,Barra da Tijuca,3,2,1,93,2500.0,1450.0,166.0
2038,Recreio dos Bandeirantes,3,2,1,150,2300.0,600.0,350.0
2039,Vila da Penha,2,0,0,60,1300.0,300.0,0.0
2041,Barra da Tijuca,4,3,2,245,7000.0,3500.0,700.0
2042,Humaitá,3,2,1,110,3500.0,1300.0,232.0
2046,Leblon,3,1,1,150,5000.0,1000.0,34.0
2047,Barra da Tijuca,2,1,1,74,1900.0,1300.0,0.0
2049,Copacabana,2,1,1,156,12000.0,1000.0,250.0
2052,Tijuca,2,0,0,65,1900.0,580.0,87.0
2054,Barra da Tijuca,3,2,1,180,4500.0,1450.0,490.0
2057,Jardim Botânico,3,2,1,130,5000.0,1200.0,330.0
2058,Ipanema,3,2,1,150,7000.0,2200.0,387.0
2060,Barra da Tijuca,4,4,4,290,16000.0,4900.0,1400.0
2061,Ipanema,2,1,1,142,8500.0,2600.0,430.0
2062,Pechincha,2,1,1,60,1000.0,480.0,0.0
2064,Recreio dos Bandeirantes,2,1,1,121,2370.0,890.0,250.0
2065,Copacabana,4,1,2,210,15900.0,2200.0,0.0
2067,Santa Teresa,2,0,0,74,1600.0,1.0,1.0
2068,Méier,3,1,0,85,1300.0,755.0,70.0
2071,Botafogo,2,0,0,60,2600.0,480.0,70.0
2072,Gávea,3,2,1,112,5160.0,1250.0,378.0
2073,Centro,1,0,0,38,900.0,223.0,15.0
2076,Barra da Tijuca,3,2,1,145,4000.0,2450.0,340.0
2077,Ipanema,4,1,1,201,20000.0,4100.0,1000.0
2078,Pechincha,2,2,1,110,1800.0,600.0,132.0
2079,Cachambi,2,0,0,42,880.0,370.0,114.0
2080,Ipanema,2,0,0,80,5500.0,2000.0,500.0
2081,Humaitá,2,1,1,96,3500.0,700.0,150.0
2082,Barra da Tijuca,1,2,0,68,1800.0,850.0,207.0
2084,Méier,2,1,0,85,1250.0,450.0,60.0
2086,Barra da Tijuca,4,2,2,140,4900.0,1350.0,830.0
2087,Barra da Tijuca,2,2,1,104,3000.0,1875.0,560.0
2088,Flamengo,3,2,0,240,5500.0,1600.0,550.0
2090,Jardim Guanabara,1,1,1,50,1300.0,250.0,0.0
2091,Méier,2,1,0,66,1000.0,660.0,39.0
2092,Flamengo,4,0,0,150,4000.0,1240.0,212.0
2093,Lagoa,3,1,1,120,4300.0,750.0,380.0
2096,Catete,1,0,0,31,1200.0,370.0,0.0
2097,Méier,1,0,0,47,700.0,435.0,162.0
2101,Copacabana,3,0,2,145,4000.0,950.0,0.0
2105,Leblon,3,2,1,195,6400.0,1870.0,460.0
2108,Ipanema,1,0,0,50,3800.0,450.0,30.0
2109,Ipanema,4,2,4,520,22000.0,3630.0,1100.0
2112,Leblon,3,1,2,107,6500.0,1240.0,425.0
2118,Ipanema,3,1,2,174,8500.0,2400.0,6000.0
2119,Botafogo,2,1,1,85,2700.0,1159.0,184.0
2120,Leblon,2,2,1,94,6700.0,1200.0,320.0
2121,Andaraí,2,2,1,103,1600.0,600.0,108.0
2124,Recreio dos Bandeirantes,2,2,1,114,2600.0,766.0,0.0
2126,Barra da Tijuca,4,3,3,160,8500.0,2300.0,345.0
2128,Botafogo,1,0,0,42,2200.0,400.0,58.0
2129,Barra da Tijuca,1,1,0,52,3500.0,2715.0,0.0
2130,Andaraí,3,0,1,97,1650.0,263.0,100.0
2131,Engenho Novo,1,1,1,51,850.0,509.0,17.0
2132,Vila Valqueire,4,1,4,240,3000.0,350.0,0.0
2136,Vila da Penha,3,1,1,90,2200.0,250.0,50.0
2137,Pechincha,2,1,0,77,1400.0,599.0,38.0
2139,Ipanema,2,1,1,130,4800.0,1300.0,389.0
2140,Leblon,4,3,4,256,16000.0,3500.0,600.0
2141,Copacabana,3,0,1,140,7800.0,1300.0,198.0
2145,Tijuca,3,1,1,140,1800.0,1147.0,0.0
2148,Barra da Tijuca,3,1,0,80,1700.0,1031.0,2195.0
2150,Barra da Tijuca,2,2,1,113,3000.0,1920.0,610.0
2151,Ipanema,2,2,2,240,17000.0,2500.0,800.0
2155,Tijuca,3,1,0,140,2300.0,680.0,114.0
2156,Copacabana,2,0,0,70,2400.0,638.0,149.0
2158,Praça da Bandeira,3,1,0,68,1800.0,615.0,0.0
2168,Ipanema,4,2,1,350,16900.0,5000.0,800.0
2169,Laranjeiras,3,1,0,140,3400.0,1150.0,189.0
2171,Ipanema,2,1,1,100,7500.0,4600.0,486.0
2172,Lagoa,3,2,1,120,8000.0,1660.0,383.0
2175,Barra da Tijuca,2,1,1,95,2200.0,1334.0,257.0
2177,Copacabana,3,0,1,100,3000.0,950.0,2570.0
2178,Barra da Tijuca,4,3,2,361,8000.0,3068.0,0.0
2183,Grajaú,2,2,1,90,2700.0,1713.0,260.0
2184,São Conrado,4,3,4,530,25000.0,15330.0,0.0
2187,Barra da Tijuca,2,1,1,80,2500.0,1224.0,212.0
2189,Laranjeiras,2,1,0,80,2000.0,450.0,0.0
2192,Barra da Tijuca,3,2,1,105,2300.0,1500.0,0.0
2193,Botafogo,2,0,1,85,3200.0,700.0,200.0
2194,Recreio dos Bandeirantes,3,2,2,90,1950.0,715.0,154.0
2195,Tijuca,3,1,0,80,1900.0,700.0,60.0
2197,Recreio dos Bandeirantes,3,2,1,80,1900.0,650.0,137.0
2198,Bonsucesso,2,0,0,70,1200.0,465.0,0.0
2200,Barra da Tijuca,2,1,1,73,2700.0,1185.0,207.0
2201,Ipanema,3,1,1,160,20000.0,2400.0,661.0
2202,Copacabana,3,1,0,81,2500.0,1000.0,1736.0
2203,Barra da Tijuca,3,3,1,250,3500.0,2600.0,196.0
2205,Barra da Tijuca,4,3,4,230,9000.0,2750.0,600.0
2206,Recreio dos Bandeirantes,2,1,1,76,2200.0,812.0,193.0
2208,Méier,2,1,1,70,1300.0,280.0,0.0
2213,Jacarepaguá,2,1,1,65,1800.0,428.0,0.0
2214,Ipanema,2,1,0,75,3300.0,1000.0,195.0
2215,Barra da Tijuca,2,1,1,58,1150.0,700.0,91.0
2217,Laranjeiras,3,1,1,150,2700.0,1570.0,180.0
2220,Barra da Tijuca,3,2,3,105,3300.0,1500.0,270.0
2221,Recreio dos Bandeirantes,3,0,1,85,2100.0,791.0,0.0
2223,Barra da Tijuca,3,2,1,147,3500.0,2249.0,559.0
2224,Copacabana,2,0,0,70,2200.0,770.0,125.0
2225,Barra da Tijuca,2,1,1,60,2100.0,733.0,99.0
2226,Tijuca,1,0,0,63,1300.0,725.0,50.0
2227,Copacabana,1,0,0,28,1550.0,478.0,24.0
2228,Méier,1,0,0,55,850.0,340.0,16.0
2230,Copacabana,3,1,1,200,7500.0,1600.0,256.0
2232,Jardim Botânico,3,2,2,220,4900.0,1910.0,627.0
2235,Copacabana,3,0,1,123,7500.0,1300.0,198.0
2237,Barra da Tijuca,2,1,1,68,2200.0,780.0,100.0
2238,Pechincha,3,1,1,70,1300.0,700.0,85.0
2243,Curicica,2,1,0,59,1200.0,510.0,13.0
2244,Barra da Tijuca,4,3,1,240,15000.0,5000.0,0.0
2247,Pechincha,3,0,0,78,1500.0,726.0,80.0
2249,Copacabana,2,0,1,83,3000.0,1209.0,204.0
2251,Ipanema,3,1,1,128,5800.0,1407.0,1137.0
2254,Recreio dos Bandeirantes,2,1,1,83,2000.0,1750.0,0.0
2258,Ipanema,4,3,3,433,26000.0,9500.0,2166.0
2259,Méier,3,0,0,70,1200.0,250.0,135.0
2260,Freguesia (Jacarepaguá),3,2,1,158,2500.0,1600.0,262.0
2261,Copacabana,3,1,1,90,2800.0,1200.0,150.0
2262,Barra da Tijuca,2,2,1,66,1700.0,1326.0,0.0
2263,Leblon,2,0,0,59,1900.0,522.0,0.0
2265,Recreio dos Bandeirantes,2,1,1,95,1650.0,630.0,142.0
2267,Copacabana,1,0,0,40,1500.0,510.0,54.0
2268,Barra da Tijuca,3,0,1,235,12000.0,4589.0,15506.0
2269,Flamengo,4,1,3,326,10000.0,2500.0,907.0
2270,Barra da Tijuca,3,1,2,66,1300.0,690.0,78.0
2273,Copacabana,2,0,0,90,2400.0,880.0,112.0
2276,Ipanema,4,1,2,260,15000.0,4600.0,1722.0
2278,Bonsucesso,2,0,0,75,1000.0,475.0,0.0
2279,Flamengo,3,1,1,147,5000.0,1270.0,250.0
2280,Recreio dos Bandeirantes,2,1,1,80,1600.0,1180.0,150.0
2282,Ipanema,4,1,4,200,20000.0,2400.0,650.0
2283,Jardim Guanabara,3,2,1,125,2680.0,500.0,345.0
2284,Botafogo,1,1,0,66,2200.0,700.0,0.0
2286,Irajá,2,0,0,48,600.0,200.0,0.0
2288,Barra da Tijuca,1,1,0,66,1800.0,1130.0,337.0
2289,Barra da Tijuca,3,2,1,115,5000.0,1200.0,640.0
2290,Barra da Tijuca,4,2,1,145,3500.0,2182.0,516.0
2291,Ipanema,3,1,2,165,8500.0,1920.0,340.0
2292,Recreio dos Bandeirantes,3,3,1,128,2800.0,914.0,236.0
2293,Recreio dos Bandeirantes,3,1,1,90,1950.0,900.0,100.0
2294,Flamengo,3,1,0,110,3000.0,669.0,190.0
2295,Leblon,3,1,1,178,12000.0,1529.0,532.0
2296,Freguesia (Jacarepaguá),2,1,1,68,1800.0,700.0,106.0
2297,Barra da Tijuca,3,2,1,150,3400.0,2350.0,421.0
2298,Botafogo,3,1,1,108,3500.0,1000.0,130.0
2299,Tijuca,3,1,0,107,2300.0,400.0,0.0
2305,Barra da Tijuca,2,1,2,82,2200.0,1200.0,0.0
2306,Barra da Tijuca,4,3,3,250,13000.0,3400.0,1100.0
2307,Tijuca,2,0,0,76,1800.0,700.0,24.0
2308,Copacabana,2,0,0,90,3000.0,1000.0,400.0
2310,Flamengo,1,0,1,26,1100.0,381.0,29.0
2311,Engenho de Dentro,3,1,0,75,1000.0,650.0,0.0
2313,Barra da Tijuca,4,3,2,230,9500.0,3982.0,467.0
2314,Méier,2,0,0,50,1000.0,322.0,16.0
2315,Leblon,3,1,1,96,5500.0,1500.0,250.0
2316,Copacabana,1,0,0,55,3000.0,720.0,80.0
2317,Ipanema,3,1,2,250,10000.0,2000.0,850.0
2320,Vila Valqueire,2,1,1,62,1000.0,700.0,0.0
2322,Copacabana,2,0,1,120,3900.0,500.0,100.0
2324,Flamengo,1,0,0,45,2000.0,528.0,24.0
2325,Leblon,3,1,1,150,5500.0,900.0,0.0
2326,São Conrado,5,2,1,230,5499.0,2300.0,600.0
2327,Copacabana,3,1,1,130,5800.0,730.0,280.0
2328,Barra da Tijuca,3,2,2,83,2400.0,607.0,1400.0
2331,Copacabana,3,0,1,140,5000.0,1850.0,180.0
2332,Leblon,2,1,0,77,3900.0,1200.0,185.0
2334,Barra da Tijuca,3,1,3,83,3600.0,1100.0,140.0
2336,Flamengo,2,0,0,100,3800.0,600.0,0.0
2337,Copacabana,1,0,0,50,2000.0,951.0,57.0
2338,Recreio dos Bandeirantes,3,1,1,76,2200.0,780.0,120.0
2339,Ipanema,3,1,2,115,6000.0,710.0,0.0
2340,Humaitá,3,2,2,200,9000.0,1200.0,380.0
2343,Cosme Velho,2,1,0,87,2500.0,797.0,0.0
2346,Recreio dos Bandeirantes,3,2,3,200,4000.0,1300.0,4500.0
2349,Tijuca,1,1,0,55,1600.0,653.0,41.0
2350,Grajaú,1,0,0,60,1650.0,150.0,25.0
2351,Tijuca,3,1,1,87,2300.0,559.0,100.0
2352,Recreio dos Bandeirantes,3,1,1,130,2800.0,7366.0,157.0
2355,Jacarepaguá,2,1,1,80,2000.0,1300.0,1080.0
2356,Copacabana,2,2,2,76,4500.0,2050.0,308.0
2358,Freguesia (Jacarepaguá),2,1,1,70,1700.0,630.0,109.0
2360,Ipanema,2,0,0,66,2600.0,830.0,195.0
2362,Riachuelo,2,1,0,56,1600.0,394.0,16.0
2364,Barra da Tijuca,4,2,1,115,2800.0,1890.0,250.0
2366,Vila Valqueire,3,1,0,94,1450.0,300.0,0.0
2367,Tijuca,4,1,0,160,2000.0,1032.0,1056.0
2369,Tomás Coelho,2,1,0,44,750.0,300.0,20.0
2370,Santa Teresa,1,0,0,45,740.0,180.0,25.0
2371,Barra da Tijuca,2,1,1,65,1500.0,1000.0,0.0
2373,Barra da Tijuca,1,1,0,69,2500.0,1400.0,300.0
2375,Botafogo,3,1,2,110,5000.0,1550.0,398.0
2376,Ipanema,4,3,2,230,9000.0,3000.0,1100.0
2377,Tijuca,1,0,0,60,1800.0,470.0,0.0
2381,Barra da Tijuca,2,1,1,70,2200.0,780.0,0.0
2382,Lagoa,3,1,1,150,6000.0,950.0,390.0
2383,Barra da Tijuca,1,2,1,100,7000.0,1990.0,2300.0
2385,Leblon,2,1,1,80,3600.0,1250.0,235.0
2387,Lagoa,2,1,1,100,3800.0,950.0,0.0
2388,Copacabana,1,0,0,50,2500.0,1.0,1.0
2389,Leblon,4,2,1,170,11000.0,2700.0,570.0
2390,Ipanema,2,1,0,85,3000.0,760.0,80.0
2392,Praça da Bandeira,2,1,1,61,1400.0,741.0,0.0
2393,Barra da Tijuca,2,2,1,65,1800.0,593.0,54.0
2394,Barra da Tijuca,3,2,3,145,2900.0,1800.0,0.0
2397,Lagoa,4,3,2,388,12000.0,6046.0,1239.0
2399,Vila da Penha,2,0,0,60,1200.0,253.0,0.0
2401,Recreio dos Bandeirantes,3,1,1,84,2000.0,810.0,0.0
2402,Cosme Velho,3,4,1,200,5000.0,1408.0,246.0
2403,Barra da Tijuca,4,3,3,266,15000.0,3700.0,692.0
2408,Flamengo,2,0,0,75,2400.0,635.0,119.0
2409,Lagoa,3,1,0,153,6200.0,1900.0,0.0
2411,Flamengo,1,0,0,42,1600.0,550.0,56.0
2412,Laranjeiras,3,1,0,100,3100.0,901.0,184.0
2413,Copacabana,4,1,1,230,5000.0,1821.0,500.0
2414,Copacabana,1,0,0,45,1600.0,490.0,73.0
2415,Recreio dos Bandeirantes,2,1,1,69,1500.0,752.0,149.0
2416,Copacabana,1,0,0,35,1400.0,605.0,53.0
2418,Gávea,3,2,1,130,6300.0,1600.0,330.0
2422,Barra da Tijuca,5,4,5,352,13000.0,3200.0,0.0
2425,Leme,1,0,0,65,3000.0,590.0,90.0
2428,Barra da Tijuca,1,1,1,71,2500.0,1756.0,192.0
2430,Recreio dos Bandeirantes,2,1,2,55,2000.0,1450.0,330.0
2432,Rio Comprido,2,1,1,48,1600.0,524.0,12.0
2433,Copacabana,2,0,0,74,2000.0,900.0,132.0
2434,Grajaú,1,0,1,73,2000.0,600.0,100.0
2435,Leblon,2,1,0,70,3800.0,700.0,100.0
2436,Leblon,2,1,0,96,4500.0,750.0,0.0
2438,Ramos,2,0,0,75,1200.0,250.0,0.0
2439,Cascadura,2,0,0,50,850.0,140.0,0.0
2440,Gávea,3,0,1,120,2700.0,880.0,238.0
2441,Recreio dos Bandeirantes,3,2,2,200,3250.0,800.0,200.0
2442,Recreio dos Bandeirantes,2,1,1,82,1400.0,620.0,0.0
2443,Copacabana,4,1,0,100,3200.0,1022.0,0.0
2444,Botafogo,2,1,0,65,2950.0,600.0,102.0
2446,Gávea,1,0,0,50,2700.0,510.0,86.0
2449,Anil,2,1,0,56,1100.0,355.0,162.0
2452,Tijuca,2,1,1,92,2900.0,907.0,0.0
2453,Recreio dos Bandeirantes,2,1,1,90,1700.0,549.0,212.0
2454,Barra da Tijuca,3,3,3,266,15000.0,3700.0,692.0
2457,Copacabana,2,0,0,80,2400.0,995.0,180.0
2459,Tijuca,3,2,1,135,2000.0,920.0,2400.0
2464,Pechincha,3,2,1,113,1300.0,840.0,0.0
2466,Maracanã,2,1,1,70,1300.0,766.0,110.0
2467,Laranjeiras,3,1,1,105,3800.0,1200.0,0.0
2468,Jacarepaguá,2,1,0,60,1000.0,590.0,20.0
2470,Recreio dos Bandeirantes,3,1,1,91,1900.0,550.0,0.0
2471,Ipanema,2,1,1,82,15000.0,4000.0,5918.0
2478,Copacabana,4,1,3,220,16000.0,1700.0,550.0
2479,Leblon,2,1,1,98,4500.0,1637.0,0.0
2480,Tanque,1,1,1,64,900.0,470.0,15.0
2481,Leblon,2,1,1,80,8000.0,2279.0,0.0
2482,Ipanema,1,0,0,54,2100.0,781.0,0.0
2483,Barra da Tijuca,3,2,1,133,3500.0,2292.0,690.0
2484,Pechincha,2,1,0,50,600.0,330.0,14.0
2485,Barra da Tijuca,4,4,4,601,7000.0,5800.0,1202.0
2490,Botafogo,3,2,1,86,3700.0,815.0,139.0
2493,Lagoa,3,3,1,252,9000.0,1900.0,600.0
2494,Tijuca,2,1,0,66,2300.0,125.0,531.0
2496,Ipanema,4,3,1,236,13000.0,3000.0,940.0
2500,Vila Isabel,2,1,0,70,1600.0,750.0,60.0
2501,Barra da Tijuca,3,2,2,212,5500.0,1200.0,682.0
2504,Ipanema,3,1,0,80,3500.0,1000.0,204.0
2505,Anil,2,1,1,65,1500.0,367.0,0.0
2507,Leblon,4,2,4,300,16000.0,4200.0,1764.0
2511,Recreio dos Bandeirantes,3,3,1,120,2600.0,930.0,380.0
2516,Leblon,3,1,1,150,5000.0,1000.0,450.0
2518,Botafogo,2,1,1,84,5000.0,1107.0,210.0
2520,Barra da Tijuca,4,3,2,244,7000.0,3110.0,6900.0
2521,Recreio dos Bandeirantes,3,1,1,81,1900.0,1014.0,80.0
2522,Leblon,4,1,4,200,10000.0,1600.0,1198.0
2523,Pechincha,3,1,1,108,1350.0,900.0,114.0
2524,Glória,1,0,1,48,1100.0,500.0,0.0
2526,Barra da Tijuca,3,2,1,98,2800.0,1520.0,110.0
2528,Lagoa,3,1,0,116,3500.0,1154.0,289.0
2529,Tijuca,2,0,0,70,1600.0,850.0,84.0
2530,Flamengo,1,0,1,41,1700.0,630.0,55.0
2531,Taquara,2,1,0,53,1000.0,400.0,16.0
2532,Taquara,3,1,1,64,1200.0,590.0,546.0
2533,Cachambi,3,1,0,77,1300.0,420.0,25.0
2537,Andaraí,1,2,0,67,1500.0,522.0,104.0
2538,Vargem Pequena,2,1,0,45,1100.0,360.0,40.0
2540,Vila Valqueire,3,3,1,130,2000.0,275.0,0.0
2541,Leblon,2,1,1,70,5500.0,2000.0,400.0
2542,Recreio dos Bandeirantes,2,1,1,68,1500.0,1025.0,112.0
2543,Humaitá,1,1,0,60,3200.0,614.0,250.0
2546,Centro,3,2,1,120,2500.0,1500.0,208.0
2547,Catete,2,0,0,71,1900.0,566.0,129.0
2548,Curicica,2,1,0,60,1500.0,350.0,0.0
2549,Barra da Tijuca,3,2,3,127,6000.0,1700.0,3500.0
