Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Campo Grande;4;2;2;170;2200.0;1100.0;0.0
Tijuca;3;1;0;115;1900.0;720.0;130.0
Recreio dos Bandeirantes;3;2;3;340;2400.0;956.0;420.0
Vila Valqueire;3;1;1;113;1600.0;522.0;80.0
Tijuca;4;1;1;98;2700.0;1380.0;140.0
Recreio dos Bandeirantes;3;2;1;161;2500.0;900.0;2100.0
Recreio dos Bandeirantes;3;2;1;75;2300.0;700.0;95.0
Recreio dos Bandeirantes;3;2;1;81;1700.0;9214.0;200.0
Recreio dos Bandeirantes;3;1;1;90;2500.0;860.0;0.0
Barra da Tijuca;3;1;1;92;2450.0;1200.0;0.0
Recreio dos Bandeirantes;3;2;1;78;2000.0;944.0;150.0
Recreio dos Bandeirantes;3;1;1;81;2600.0;600.0;145.0
Laranjeiras;3;1;1;130;2700.0;1223.0;233.0
Jacarepaguá;3;1;1;78;1800.0;830.0;101.0
Vila Isabel;3;1;0;100;1800.0;155.0;96.0
Tijuca;3;0;0;100;2200.0;1040.0;0.0
Méier;3;0;1;104;2100.0;900.0;182.0
Anil;3;1;1;123;1200.0;690.0;0.0
Copacabana;3;0;1;100;2700.0;1200.0;150.0
Praça Seca;3;1;2;136;1500.0;594.0;0.0
Recreio dos Bandeirantes;3;2;1;93;2200.0;1103.0;159.0
Recreio dos Bandeirantes;3;1;1;82;2300.0;806.0;0.0
Barra da Tijuca;3;2;1;110;2500.0;1457.0;261.0
Copacabana;3;0;0;110;2500.0;1400.0;0.0
Recreio dos Bandeirantes;3;2;1;110;2200.0;695.0;0.0
Recreio dos Bandeirantes;3;2;1;100;2000.0;1000.0;200.0
Copacabana;3;0;0;74;2500.0;750.0;152.0
Maracanã;3;1;1;92;2300.0;719.0;100.0
Recreio dos Bandeirantes;4;2;1;200;2950.0;1000.0;350.0
Santa Teresa;3;0;0;75;2000.0;570.0;0.0
Maracanã;3;0;0;75;1600.0;350.0;0.0
Recreio dos Bandeirantes;3;0;1;140;2200.0;653.0;0.0
Copacabana;3;0;1;189;2500.0;1406.0;290.0
Vila Valqueire;3;1;0;97;1700.0;330.0;1.0
Tijuca;3;2;1;180;1500.0;2000.0;284.0
Laranjeiras;3;0;0;108;2600.0;810.0;0.0
Recreio dos Bandeirantes;3;1;1;84;2000.0;750.0;205.0
Icaraí;4;3;2;150;2300.0;1917.0;0.0
Recreio dos Bandeirantes;3;1;1;72;1800.0;930.0;212.0
Recreio dos Bandeirantes;3;2;1;97;1991.0;1050.0;0.0
Recreio dos Bandeirantes;3;2;1;85;2100.0;800.0;1900.0
Barra da Tijuca;3;2;3;104;2600.0;740.0;240.0
Barra da Tijuca;3;1;1;105;2500.0;1775.0;260.0
Barra da Tijuca;3;2;1;96;2800.0;1200.0;10.0
Barra da Tijuca;3;2;3;110;2700.0;1485.0;262.0
Recreio dos Bandeirantes;3;2;1;86;1400.0;626.0;0.0
Copacabana;3;0;0;113;2300.0;1100.0;0.0
Penha;3;0;0;75;1100.0;185.0;0.0
Recreio dos Bandeirantes;3;2;1;110;2200.0;700.0;2000.0
Recreio dos Bandeirantes;3;2;1;80;2100.0;800.0;1800.0
Flamengo;3;0;0;117;2500.0;600.0;200.0
Tijuca;3;2;1;125;2850.0;970.0;150.0
Recreio dos Bandeirantes;3;2;1;113;2900.0;981.0;27.0
Copacabana;3;1;1;240;2600.0;944.0;517.0
Vila Isabel;3;0;0;75;1700.0;528.0;74.0
Barra da Tijuca;3;1;1;87;1900.0;1302.0;0.0
Barra da Tijuca;3;1;1;82;2500.0;1230.0;269.0
Portuguesa;3;0;1;106;1800.0;650.0;0.0
Recreio dos Bandeirantes;3;2;1;104;2200.0;1128.0;196.0
Santa Teresa;3;1;0;148;2600.0;1430.0;0.0
Barra da Tijuca;3;2;1;77;1700.0;1200.0;2031.0
Jacarepaguá;3;1;2;73;1700.0;650.0;61.0
Recreio dos Bandeirantes;4;2;3;122;2300.0;1330.0;257.0
Grajaú;3;1;1;122;2250.0;1045.0;0.0
Tijuca;4;2;1;125;2950.0;1530.0;197.0
Tijuca;3;1;1;120;1800.0;1188.0;170.0
Recreio dos Bandeirantes;4;2;2;153;2000.0;1414.0;352.0
Barra da Tijuca;3;1;0;72;2200.0;600.0;0.0
Freguesia (Jacarepaguá);3;2;2;120;1800.0;1107.0;190.0
Grajaú;3;1;1;85;1450.0;407.0;0.0
Barra da Tijuca;3;2;1;113;2800.0;1550.0;180.0
Laranjeiras;3;1;1;127;2500.0;962.0;0.0
Tijuca;3;0;0;90;1800.0;873.0;75.0
Tijuca;4;2;1;188;2000.0;2000.0;309.0
Tanque;3;2;2;91;1200.0;525.0;106.0
Barra da Tijuca;3;2;1;100;2200.0;1600.0;350.0
Recreio dos Bandeirantes;3;0;0;85;2600.0;850.0;0.0
Bonsucesso;3;0;1;82;1500.0;470.0;0.0
Tijuca;3;2;1;132;2800.0;1216.0;200.0
Recreio dos Bandeirantes;3;2;1;110;1800.0;577.0;157.0
Laranjeiras;3;0;1;120;2200.0;600.0;0.0
Camorim;4;2;2;230;2400.0;818.0;305.0
Barra da Tijuca;3;1;1;90;1900.0;1200.0;98.0
Copacabana;3;1;0;122;2700.0;1402.0;187.0
Vila Valqueire;3;1;1;92;1800.0;355.0;0.0
Copacabana;3;0;1;156;2500.0;984.0;248.0
Copacabana;3;0;1;90;2350.0;1237.0;123.0
Recreio dos Bandeirantes;3;2;1;90;1600.0;1276.0;200.0
Tijuca;3;2;0;126;2000.0;550.0;1100.0
Recreio dos Bandeirantes;3;2;2;180;2600.0;900.0;442.0
Recreio dos Bandeirantes;3;2;2;92;1650.0;900.0;0.0
Recreio dos Bandeirantes;3;1;1;97;2650.0;875.0;205.0
Tijuca;3;0;1;75;2300.0;600.0;150.0
Recreio dos Bandeirantes;3;1;1;103;1700.0;1322.0;0.0
Tijuca;3;1;1;99;1800.0;710.0;0.0
Barra da Tijuca;3;2;1;172;2300.0;1600.0;450.0
Pechincha;3;1;0;86;1000.0;670.0;84.0
Barra da Tijuca;3;2;1;120;2900.0;1800.0;0.0
Tijuca;3;0;1;110;2500.0;700.0;150.0
Recreio dos Bandeirantes;3;3;1;111;1700.0;904.0;0.0
Botafogo;3;1;1;108;2800.0;1160.0;236.0
Recreio dos Bandeirantes;3;0;1;106;2500.0;780.0;250.0
Tijuca;3;2;1;120;2580.0;926.0;187.0
Barra da Tijuca;3;2;1;172;2300.0;1600.0;450.0
Tijuca;3;1;1;81;1750.0;596.0;89.0
Barra da Tijuca;3;2;1;140;2300.0;1600.0;450.0
Jardim Guanabara;3;1;1;90;2000.0;380.0;998.0
Cachambi;3;1;1;84;1350.0;739.0;14.0
Maracanã;3;1;1;81;2000.0;600.0;89.0
Glória;3;0;0;92;2500.0;470.0;0.0
Humaitá;3;1;0;84;1800.0;1500.0;0.0
Freguesia (Jacarepaguá);4;3;2;261;2800.0;2532.0;4442.0
Recreio dos Bandeirantes;3;1;1;82;1400.0;861.0;0.0
Recreio dos Bandeirantes;3;1;1;90;2100.0;750.0;1386.0
Recreio dos Bandeirantes;3;2;2;100;2200.0;670.0;211.0
Copacabana;3;0;0;125;2900.0;820.0;134.0
Recreio dos Bandeirantes;3;2;1;140;2900.0;1480.0;226.0
Vila Valqueire;3;2;1;110;1700.0;650.0;110.0
Rio Comprido;3;2;1;110;1900.0;890.0;86.0
Recreio dos Bandeirantes;3;1;1;73;1500.0;984.0;115.0
Recreio dos Bandeirantes;3;2;3;160;2600.0;1100.0;0.0
Penha Circular;3;1;2;80;1500.0;650.0;656.0
Recreio dos Bandeirantes;3;2;2;103;2500.0;500.0;250.0
Tijuca;3;0;0;80;1700.0;500.0;50.0
Centro;3;1;0;100;2400.0;650.0;66.0
Freguesia (Jacarepaguá);3;2;2;96;2100.0;800.0;120.0
Braz de Pina;4;2;1;121;2300.0;600.0;0.0
Copacabana;3;1;0;78;2500.0;932.0;175.0
Jacarepaguá;3;1;1;76;1800.0;860.0;1006.0
Barra da Tijuca;3;1;1;85;2200.0;683.0;90.0
Tijuca;3;1;1;85;2100.0;630.0;116.0
Maracanã;3;1;1;110;2000.0;715.0;0.0
Recreio dos Bandeirantes;3;2;1;120;2200.0;520.0;216.0
Barra da Tijuca;3;1;1;82;2200.0;830.0;0.0
Vila da Penha;3;1;1;80;1300.0;250.0;0.0
Recreio dos Bandeirantes;3;3;1;100;2950.0;850.0;0.0
Anil;3;1;1;78;2000.0;738.0;0.0
Tijuca;3;0;0;84;1700.0;790.0;1830.0
Recreio dos Bandeirantes;3;1;1;82;2000.0;800.0;150.0
Flamengo;3;0;0;98;2550.0;850.0;196.0
Cachambi;3;2;1;89;1750.0;890.0;80.0
Recreio dos Bandeirantes;3;2;1;86;1700.0;715.0;193.0
Méier;3;2;1;128;1850.0;1055.0;174.0
Tijuca;3;0;1;91;2800.0;450.0;0.0
Barra da Tijuca;3;2;1;95;1600.0;1250.0;0.0
Freguesia (Jacarepaguá);3;1;1;90;2500.0;680.0;0.0
Recreio dos Bandeirantes;3;2;1;114;2800.0;620.0;250.0
Maracanã;3;2;1;90;2800.0;810.0;107.0
Barra da Tijuca;3;1;1;80;2500.0;1238.0;194.0
Recreio dos Bandeirantes;3;3;1;125;2100.0;1055.0;380.0
Copacabana;3;0;0;120;2600.0;1189.0;154.0
Recreio dos Bandeirantes;3;3;3;183;2700.0;760.0;5000.0
Cachambi;3;1;0;100;1550.0;650.0;59.0
Tijuca;3;1;0;73;1900.0;638.0;0.0
Copacabana;3;1;0;101;2200.0;1470.0;220.0
Curicica;3;1;1;85;1700.0;560.0;150.0
Botafogo;3;0;0;157;2700.0;970.0;200.0
Pechincha;4;1;2;178;1900.0;1100.0;270.0
Copacabana;3;0;0;120;2700.0;800.0;0.0
Flamengo;3;1;1;110;2950.0;1200.0;0.0
Tijuca;3;1;0;100;2200.0;935.0;0.0
Recreio dos Bandeirantes;3;1;0;85;1800.0;1250.0;190.0
Tijuca;3;1;1;120;2200.0;900.0;1520.0
Vila Isabel;3;1;1;98;1300.0;529.0;101.0
Vila Isabel;3;1;0;71;1800.0;630.0;70.0
Barra da Tijuca;3;1;1;72;2100.0;660.0;110.0
Méier;3;1;1;71;1000.0;836.0;39.0
Laranjeiras;4;0;0;101;2300.0;767.0;0.0
Piedade;3;0;0;85;850.0;200.0;13.0
Recreio dos Bandeirantes;3;2;1;160;2550.0;1050.0;0.0
Tijuca;3;0;1;90;2300.0;650.0;100.0
Praça Seca;3;1;2;123;1400.0;700.0;0.0
Recreio dos Bandeirantes;3;2;1;90;2000.0;715.0;134.0
Recreio dos Bandeirantes;3;2;3;91;2500.0;780.0;180.0
Recreio dos Bandeirantes;3;2;1;102;2000.0;640.0;247.0
Tijuca;3;1;1;74;2500.0;882.0;119.0
Copacabana;3;0;0;103;2500.0;1344.0;164.0
Recreio dos Bandeirantes;3;1;2;84;2200.0;860.0;141.0
Praça Seca;3;0;0;85;1300.0;370.0;135.0
Jardim Botânico;3;1;0;90;2500.0;1150.0;1400.0
Barra da Tijuca;3;2;1;126;2800.0;1500.0;233.0
Andaraí;3;0;0;86;1800.0;360.0;105.0
Recreio dos Bandeirantes;3;2;1;90;1800.0;505.0;0.0
Barra da Tijuca;3;1;1;80;2800.0;1300.0;140.0
Recreio dos Bandeirantes;3;2;0;133;2190.0;1004.0;0.0
Campo Grande;3;1;1;165;2000.0;700.0;0.0
Pechincha;3;1;0;73;1400.0;550.0;78.0
Recreio dos Bandeirantes;3;2;1;194;1900.0;2120.0;319.0
Freguesia (Jacarepaguá);3;2;3;166;2500.0;1600.0;200.0
Recreio dos Bandeirantes;3;1;1;80;2500.0;600.0;0.0
Tijuca;3;1;1;90;2000.0;980.0;0.0
Freguesia (Jacarepaguá);3;1;1;92;1900.0;945.0;157.0
Méier;3;2;1;126;1800.0;1470.0;172.0
Recreio dos Bandeirantes;3;3;3;178;2700.0;690.0;5000.0
Copacabana;3;0;1;115;2900.0;1900.0;190.0
Recreio dos Bandeirantes;3;1;1;88;2100.0;1050.0;180.0
Flamengo;3;1;0;85;2500.0;950.0;154.0
Barra da Tijuca;3;2;3;120;2800.0;1280.0;360.0
Recreio dos Bandeirantes;3;2;3;120;2300.0;800.0;3021.0
Tijuca;3;1;0;86;1900.0;675.0;110.0
Recreio dos Bandeirantes;3;3;2;170;2000.0;853.0;100.0
Laranjeiras;3;0;0;80;2200.0;330.0;89.0
Taquara;3;1;1;85;1200.0;720.0;108.0
Tijuca;3;1;1;115;2500.0;1200.0;0.0
Pechincha;3;2;1;108;1300.0;798.0;116.0
Bonsucesso;3;0;0;81;1600.0;630.0;0.0
Anil;4;2;1;149;2100.0;1340.0;1206.0
Recreio dos Bandeirantes;3;1;1;73;2200.0;769.0;165.0
Jardim Botânico;3;0;1;110;2700.0;1500.0;0.0
Barra da Tijuca;3;1;1;96;2800.0;980.0;90.0
Usina;3;1;1;94;1700.0;860.0;77.0
Pechincha;3;1;1;76;1500.0;700.0;800.0
Copacabana;3;0;0;110;2700.0;1000.0;20.0
Tijuca;3;1;1;140;2800.0;1260.0;0.0
Leme;3;1;0;97;2800.0;1053.0;187.0
Ilha do Governador;3;2;1;120;2700.0;515.0;123.0
Recreio dos Bandeirantes;3;1;1;81;2600.0;600.0;145.0
Tijuca;3;1;0;77;2100.0;762.0;91.0
Recreio dos Bandeirantes;3;2;3;86;2500.0;1250.0;3197.0
Tijuca;3;0;0;110;1500.0;680.0;85.0
Jardim Guanabara;3;2;1;200;1950.0;560.0;195.0
Laranjeiras;3;0;0;108;2600.0;900.0;0.0
Taquara;3;1;2;90;2500.0;590.0;0.0
Recreio dos Bandeirantes;3;2;1;85;1800.0;1200.0;0.0
Recreio dos Bandeirantes;3;0;1;90;1900.0;590.0;2321.0
Jacarepaguá;3;1;1;85;1700.0;680.0;89.0
Pitangueiras;3;2;1;154;1700.0;750.0;251.0
Barra da Tijuca;3;2;1;114;1500.0;1413.0;0.0
Recreio dos Bandeirantes;4;2;3;297;2300.0;3459.0;0.0
Barra da Tijuca;3;2;1;80;2350.0;1187.0;175.0
Recreio dos Bandeirantes;3;1;1;82;2300.0;700.0;1491.0
Tijuca;3;0;1;80;1800.0;650.0;1150.0
Barra da Tijuca;3;2;1;100;2800.0;1500.0;250.0
Recreio dos Bandeirantes;3;2;2;95;1500.0;726.0;0.0
Botafogo;3;1;1;120;2500.0;1200.0;200.0
Jardim Guanabara;3;1;1;110;2800.0;550.0;180.0
Barra da Tijuca;3;2;1;95;2300.0;850.0;192.0
Tijuca;3;0;0;80;1850.0;590.0;100.0
Tijuca;3;1;0;80;1800.0;850.0;90.0
Ilha do Governador;3;2;1;118;2500.0;470.0;200.0
Recreio dos Bandeirantes;3;2;1;100;2400.0;632.0;272.0
Campo Grande;3;1;1;120;1800.0;750.0;0.0
Barra da Tijuca;3;3;1;84;2200.0;1100.0;1923.0
Recreio dos Bandeirantes;4;2;3;280;1800.0;1400.0;580.0
Copacabana;3;0;1;100;2900.0;890.0;0.0
Vaz Lobo;3;1;1;85;1300.0;300.0;0.0
Recreio dos Bandeirantes;4;3;2;250;1500.0;1380.0;700.0
Recreio dos Bandeirantes;3;1;1;78;1500.0;770.0;108.0
Campo Grande;3;1;1;95;1200.0;900.0;0.0
Botafogo;3;0;0;78;2750.0;410.0;122.0
Barra da Tijuca;3;1;1;95;2000.0;1400.0;0.0
Tijuca;3;1;1;100;1600.0;320.0;90.0
Barra da Tijuca;3;1;1;90;2600.0;1200.0;0.0
Bento Ribeiro;4;2;1;144;2200.0;475.0;100.0
Botafogo;3;1;1;81;2800.0;880.0;188.0
Recreio dos Bandeirantes;3;2;1;90;1850.0;1245.0;135.0
Barra da Tijuca;3;1;1;97;2300.0;750.0;0.0
Freguesia (Jacarepaguá);3;2;1;140;2200.0;1200.0;190.0
Tijuca;3;0;0;72;1300.0;536.0;70.0
Campo Grande;3;1;0;90;1000.0;320.0;0.0
Freguesia (Ilha do Governador);3;1;1;115;2000.0;580.0;160.0
Recreio dos Bandeirantes;3;2;1;89;1900.0;845.0;0.0
Recreio dos Bandeirantes;3;1;1;85;2100.0;990.0;180.0
Recreio dos Bandeirantes;3;2;1;181;2700.0;900.0;0.0
Recreio dos Bandeirantes;3;2;1;89;2500.0;385.0;153.0
Recreio dos Bandeirantes;3;1;1;144;2990.0;1090.0;468.0
Vila Valqueire;3;2;1;123;2650.0;450.0;0.0
Recreio dos Bandeirantes;3;1;1;83;1550.0;972.0;0.0
Recreio dos Bandeirantes;3;2;1;130;1900.0;823.0;0.0
Barra da Tijuca;3;1;1;95;2400.0;1200.0;2413.0
Recreio dos Bandeirantes;3;2;1;100;1700.0;410.0;130.0
Freguesia (Jacarepaguá);3;2;1;127;2300.0;1140.0;1852.0
Freguesia (Jacarepaguá);3;1;1;92;1590.0;870.0;130.0
Bonsucesso;3;0;0;107;1300.0;420.0;62.0
Botafogo;3;1;1;130;2600.0;1200.0;130.0
Recreio dos Bandeirantes;3;1;1;85;1900.0;500.0;150.0
Recreio dos Bandeirantes;3;1;2;194;1800.0;1000.0;0.0
Recreio dos Bandeirantes;4;2;1;160;1900.0;1093.0;183.0
Freguesia (Jacarepaguá);3;2;1;161;2800.0;1527.0;225.0
Taquara;3;1;1;74;950.0;671.0;15.0
Recreio dos Bandeirantes;3;2;1;80;1800.0;600.0;198.0
Tijuca;3;1;0;107;2200.0;600.0;144.0
Tijuca;3;0;0;80;2500.0;900.0;0.0
Tijuca;3;0;0;100;1800.0;770.0;155.0
Tijuca;3;1;0;99;1800.0;672.0;114.0
Freguesia (Jacarepaguá);3;1;1;90;2200.0;750.0;112.0
Tijuca;3;1;0;102;1700.0;626.0;0.0
Tijuca;3;2;1;84;2350.0;950.0;890.0
Vila Isabel;3;2;0;200;2500.0;1500.0;130.0
Tijuca;3;1;1;79;2400.0;1007.0;0.0
Recreio dos Bandeirantes;3;2;2;184;2500.0;1375.0;477.0
Recreio dos Bandeirantes;3;1;1;93;1900.0;650.0;134.0
Laranjeiras;3;0;0;89;2500.0;350.0;0.0
Vila Isabel;3;2;1;140;2000.0;1300.0;145.0
Tijuca;3;1;1;112;2200.0;810.0;0.0
Freguesia (Jacarepaguá);3;1;1;93;1190.0;930.0;0.0
Barra da Tijuca;3;0;0;91;2200.0;1400.0;1050.0
Freguesia (Jacarepaguá);3;2;1;95;1900.0;850.0;160.0
Rio Comprido;3;0;0;75;1000.0;300.0;33.0
Botafogo;3;1;1;90;2800.0;1500.0;180.0
Irajá;3;2;1;105;1900.0;390.0;120.0
Recreio dos Bandeirantes;3;2;1;95;1600.0;760.0;0.0
Tijuca;3;0;0;137;1200.0;930.0;182.0
Flamengo;3;0;0;83;2000.0;450.0;0.0
Recreio dos Bandeirantes;3;2;2;155;2500.0;1000.0;180.0
Rio Comprido;3;1;1;79;2100.0;900.0;0.0
Méier;3;2;1;80;1800.0;800.0;0.0
Recreio dos Bandeirantes;3;1;1;127;1500.0;1140.0;265.0
Barra da Tijuca;3;2;1;110;2800.0;1192.0;0.0
Tijuca;3;1;0;80;1600.0;450.0;0.0
Tijuca;3;0;0;79;2100.0;764.0;0.0
Grajaú;3;1;1;91;2800.0;800.0;0.0
Cachambi;3;1;0;77;1400.0;680.0;0.0
Botafogo;3;1;0;95;2500.0;827.0;168.0
Recreio dos Bandeirantes;3;1;1;123;2300.0;816.0;2800.0
Laranjeiras;3;0;0;130;2800.0;915.0;133.0
Tijuca;3;0;0;105;1800.0;760.0;128.0
Maracanã;3;2;1;116;2500.0;1300.0;163.0
Recreio dos Bandeirantes;3;2;1;109;2500.0;842.0;192.0
Anil;3;1;1;117;1800.0;250.0;0.0
Recreio dos Bandeirantes;3;2;1;100;1800.0;650.0;0.0
Tijuca;3;1;1;80;2900.0;1105.0;0.0
Recreio dos Bandeirantes;3;2;1;90;1800.0;505.0;114.0
Tijuca;3;1;1;85;2000.0;1310.0;94.0
Pechincha;3;1;1;76;1450.0;680.0;95.0
Freguesia (Jacarepaguá);3;1;1;76;1800.0;800.0;1000.0
Barra da Tijuca;3;1;1;73;2100.0;620.0;0.0
Recreio dos Bandeirantes;3;2;1;100;2200.0;900.0;0.0
Campo Grande;3;1;1;80;1500.0;500.0;0.0
Tijuca;3;1;0;91;2000.0;887.0;122.0
Anil;3;2;2;175;2600.0;1255.0;1433.0
Recreio dos Bandeirantes;3;2;1;92;2100.0;700.0;10.0
Recreio dos Bandeirantes;3;2;1;146;1800.0;1063.0;0.0
Centro;3;0;0;90;2100.0;550.0;50.0
Barra da Tijuca;3;2;1;140;2700.0;1600.0;4500.0
Copacabana;3;1;0;110;2850.0;1500.0;170.0
Tijuca;3;1;1;98;2400.0;660.0;113.0
Copacabana;3;1;0;100;2500.0;1204.0;0.0
Barra da Tijuca;4;2;1;158;2500.0;1622.0;404.0
Recreio dos Bandeirantes;3;1;1;80;1700.0;1090.0;1300.0
Recreio dos Bandeirantes;3;2;1;100;2000.0;650.0;114.0
Recreio dos Bandeirantes;3;2;1;105;2500.0;950.0;232.0
Recreio dos Bandeirantes;3;2;1;110;1950.0;565.0;212.0
Méier;3;1;1;83;1000.0;836.0;95.0
Jacarepaguá;3;1;1;74;2200.0;770.0;500.0
Freguesia (Jacarepaguá);3;1;1;77;1800.0;460.0;0.0
Recreio dos Bandeirantes;3;0;2;90;2000.0;715.0;154.0
Tijuca;3;1;1;98;2400.0;823.0;173.0
Vila da Penha;3;0;1;81;1200.0;260.0;0.0
Tijuca;3;1;0;193;1700.0;850.0;116.0
Barra da Tijuca;3;2;1;106;2500.0;1772.0;249.0
Freguesia (Jacarepaguá);3;2;1;105;2500.0;895.0;160.0
Barra da Tijuca;3;1;1;120;2900.0;2150.0;388.0
Recreio dos Bandeirantes;3;2;1;161;2190.0;610.0;366.0
Tijuca;3;0;0;116;2000.0;730.0;1160.0
Andaraí;3;0;1;85;1700.0;380.0;35.0
Freguesia (Jacarepaguá);3;2;1;132;1900.0;1100.0;110.0
Copacabana;3;1;0;105;2500.0;1400.0;220.0
Tijuca;3;0;0;86;2500.0;561.0;113.0
Barra da Tijuca;3;0;1;86;1600.0;928.0;251.0
Rio Comprido;3;0;0;86;1600.0;350.0;0.0
Tijuca;3;1;2;116;2500.0;900.0;220.0
Jacarepaguá;3;1;1;112;2300.0;1876.0;0.0
Jacarepaguá;3;1;1;82;2100.0;735.0;65.0
Recreio dos Bandeirantes;3;2;1;80;1700.0;800.0;115.0
Rio Comprido;3;0;0;86;1800.0;530.0;76.0
Grajaú;3;0;0;80;1600.0;600.0;240.0
Recreio dos Bandeirantes;3;2;1;79;2400.0;944.0;155.0
Recreio dos Bandeirantes;3;2;1;100;2500.0;980.0;190.0
Freguesia (Jacarepaguá);3;2;2;94;2500.0;610.0;0.0
Freguesia (Jacarepaguá);4;1;2;112;2400.0;648.0;0.0
Tijuca;4;1;1;140;2700.0;1227.0;287.0
Recreio dos Bandeirantes;3;2;1;104;2200.0;740.0;258.0
Recreio dos Bandeirantes;3;2;3;108;2500.0;1100.0;0.0
Botafogo;3;0;1;91;2300.0;305.0;166.0
Recreio dos Bandeirantes;3;2;2;149;2500.0;1300.0;1595.0
Barra da Tijuca;3;1;1;110;2700.0;1700.0;280.0
Barra da Tijuca;3;1;1;90;2450.0;1466.0;166.0
Barra da Tijuca;3;2;1;74;2500.0;622.0;64.0
Recreio dos Bandeirantes;3;1;1;83;1750.0;463.0;0.0
Cachambi;3;3;2;186;2500.0;1000.0;260.0
Taquara;3;2;1;130;1000.0;700.0;138.0
Pechincha;3;1;1;75;1500.0;590.0;0.0
Recreio dos Bandeirantes;3;1;1;82;2000.0;920.0;152.0
Tijuca;3;1;1;125;2500.0;1100.0;200.0
Recreio dos Bandeirantes;3;2;1;89;1650.0;1298.0;200.0
Freguesia (Jacarepaguá);3;1;1;84;1900.0;460.0;104.0
Barra da Tijuca;3;2;1;115;2700.0;1683.0;262.0
Penha;3;1;0;85;1200.0;400.0;0.0
Tijuca;3;0;0;85;1900.0;700.0;75.0
Taquara;3;1;2;88;1800.0;500.0;0.0
Barra da Tijuca;3;1;1;120;2900.0;1600.0;310.0
Recreio dos Bandeirantes;3;2;1;200;2700.0;1300.0;400.0
Barra da Tijuca;3;1;1;120;2900.0;2190.0;0.0
Recreio dos Bandeirantes;3;2;0;121;2600.0;950.0;152.0
Recreio dos Bandeirantes;3;2;1;96;2300.0;847.0;196.0
Recreio dos Bandeirantes;3;1;1;170;1600.0;1230.0;0.0
Recreio dos Bandeirantes;3;2;1;109;1800.0;588.0;0.0
Tijuca;3;1;0;94;2000.0;696.0;95.0
Jardim Botânico;3;1;0;84;2300.0;688.0;162.0
Rocha;3;1;0;73;1100.0;520.0;15.0
Recreio dos Bandeirantes;3;1;1;109;1400.0;1131.0;0.0
Recreio dos Bandeirantes;3;1;2;78;1400.0;845.0;149.0
Recreio dos Bandeirantes;3;2;1;82;1900.0;800.0;115.0
Freguesia (Jacarepaguá);3;2;1;128;2800.0;900.0;200.0
Tijuca;3;1;1;86;2650.0;720.0;160.0
Freguesia (Jacarepaguá);4;2;3;124;2200.0;1140.0;165.0
Botafogo;3;1;1;110;2800.0;1000.0;0.0
Barra da Tijuca;3;0;0;88;2700.0;350.0;10.0
Laranjeiras;3;0;1;115;2500.0;390.0;58.0
Irajá;3;1;1;110;1600.0;340.0;0.0
Barra da Tijuca;3;2;2;89;2500.0;950.0;0.0
Grajaú;3;1;1;85;1500.0;580.0;0.0
Penha;3;0;1;110;850.0;920.0;0.0
Freguesia (Jacarepaguá);3;2;1;91;2100.0;870.0;0.0
Tijuca;3;2;1;97;2300.0;870.0;0.0
Recreio dos Bandeirantes;3;2;1;90;1900.0;1200.0;170.0
Barra da Tijuca;3;1;1;86;2000.0;850.0;120.0
Tijuca;3;1;0;150;1600.0;650.0;90.0
Copacabana;3;0;0;85;2900.0;1000.0;160.0
Barra da Tijuca;4;2;1;158;2500.0;1622.0;405.0
Barra da Tijuca;3;2;1;98;2550.0;1210.0;105.0
Recreio dos Bandeirantes;3;2;2;196;2500.0;1405.0;2574.0
Tijuca;3;0;0;90;1999.0;600.0;0.0
Tijuca;3;1;1;140;2800.0;1260.0;0.0
Recreio dos Bandeirantes;3;1;1;75;1800.0;870.0;150.0
Praça Seca;4;2;3;245;2700.0;1380.0;145.0
Copacabana;3;0;0;100;2200.0;1013.0;214.0
Recreio dos Bandeirantes;4;2;2;172;2700.0;1200.0;287.0
Recreio dos Bandeirantes;3;2;1;100;2000.0;471.0;214.0
Leblon;3;0;0;93;2800.0;1124.0;0.0
Copacabana;3;0;0;100;2500.0;900.0;209.0
Tijuca;3;0;0;95;1600.0;797.0;0.0
Tijuca;3;1;0;100;2000.0;1000.0;98.0
Flamengo;3;0;0;145;2000.0;1200.0;0.0
Engenho Novo;3;1;1;79;1300.0;672.0;115.0
Recreio dos Bandeirantes;3;2;1;100;1900.0;865.0;11.0
Copacabana;3;0;0;103;2500.0;1345.0;226.0
Barra da Tijuca;3;1;1;80;2300.0;600.0;87.0
Tijuca;3;1;2;140;2900.0;220.0;182.0
Maracanã;3;2;0;128;2400.0;1005.0;0.0
Catete;3;0;1;97;2800.0;712.0;159.0
Recreio dos Bandeirantes;3;1;1;74;1800.0;840.0;148.0
Barra da Tijuca;4;2;1;200;2800.0;1700.0;250.0
Copacabana;3;0;0;127;2500.0;1165.0;0.0
Recreio dos Bandeirantes;4;2;1;200;2590.0;935.0;0.0
Flamengo;3;1;1;98;2800.0;956.0;203.0
Jacarepaguá;3;1;1;91;2000.0;1604.0;175.0
Recreio dos Bandeirantes;3;1;3;180;2300.0;830.0;388.0
Recreio dos Bandeirantes;3;2;1;180;2800.0;890.0;350.0
Vaz Lobo;3;1;0;90;1200.0;280.0;0.0
